Rank,NOC,Gold,Silver,Bronze,Total,Year,is_host,total_events,total_lag1,gold_lag1,total_lag2,total_rolling3_mean,total_change,participation_count,gold_ratio
71,Puerto Rico,0,0,1,1,1996,0,271,1.0,0.0,2.0,1.3333333333333333,0.0,5,0.0
65,Puerto Rico,0,1,1,2,2012,0,302,1.0,0.0,1.0,1.3333333333333333,1.0,6,0.0
54,Puerto Rico,1,0,0,1,2016,0,306,2.0,0.0,1.0,1.3333333333333333,-1.0,7,1.0
63,Puerto Rico,1,0,0,1,2020,0,339,1.0,1.0,2.0,1.3333333333333333,0.0,8,1.0
80,Puerto Rico,0,0,2,2,2024,0,329,1.0,1.0,1.0,1.3333333333333333,1.0,9,0.0
54,Qatar,0,0,1,1,1992,0,257,0.0,0.0,0.0,0.0,1.0,1,0.0
71,Qatar,0,0,1,1,2000,0,300,1.0,0.0,0.0,1.0,0.0,2,0.0
65,Qatar,0,1,1,2,2012,0,302,1.0,0.0,1.0,1.0,1.0,3,0.0
69,Qatar,0,1,0,1,2016,0,306,2.0,0.0,1.0,1.3333333333333333,-1.0,4,0.0
41,Qatar,2,0,1,3,2020,0,339,1.0,0.0,2.0,1.3333333333333333,2.0,5,0.6666666666666666
84,Qatar,0,0,1,1,2024,0,329,3.0,2.0,1.0,2.0,-2.0,6,0.0
5,ROC,20,28,23,71,2020,0,339,0.0,0.0,0.0,0.0,71.0,1,0.28169014084507044
84,Refugee Olympic Team,0,0,1,1,2024,0,329,0.0,0.0,0.0,0.0,1.0,1,0.0
23,Romania,0,0,1,1,1924,0,126,0.0,0.0,0.0,0.0,1.0,1,0.0
25,Romania,0,1,0,1,1936,0,129,1.0,0.0,0.0,1.0,0.0,2,0.0
23,Romania,1,1,2,4,1952,0,149,1.0,0.0,1.0,1.0,3.0,3,0.25
9,Romania,5,3,5,13,1956,0,151,4.0,1.0,1.0,2.0,9.0,4,0.38461538461538464
11,Romania,3,1,6,10,1960,0,150,13.0,5.0,4.0,6.0,-3.0,5,0.3
14,Romania,2,4,6,12,1964,0,163,10.0,3.0,13.0,9.0,2.0,6,0.16666666666666666
12,Romania,4,6,5,15,1968,0,172,12.0,2.0,10.0,11.666666666666666,3.0,7,0.26666666666666666
13,Romania,3,6,7,16,1972,0,195,15.0,4.0,12.0,12.333333333333334,1.0,8,0.1875
9,Romania,4,9,14,27,1976,0,198,16.0,3.0,15.0,14.333333333333334,11.0,9,0.14814814814814814
7,Romania,6,6,13,25,1980,0,203,27.0,4.0,16.0,19.333333333333332,-2.0,10,0.24
2,Romania,20,16,17,53,1984,0,221,25.0,6.0,27.0,22.666666666666668,28.0,11,0.37735849056603776
8,Romania,7,11,6,24,1988,0,237,53.0,20.0,25.0,35.0,-29.0,12,0.2916666666666667
14,Romania,4,6,8,18,1992,0,257,24.0,7.0,53.0,34.0,-6.0,13,0.2222222222222222
14,Romania,4,7,9,20,1996,0,271,18.0,4.0,24.0,31.666666666666668,2.0,14,0.2
11,Romania,11,6,9,26,2000,0,300,20.0,4.0,18.0,20.666666666666668,6.0,15,0.4230769230769231
14,Romania,8,5,6,19,2004,0,301,26.0,11.0,20.0,21.333333333333332,-7.0,16,0.42105263157894735
18,Romania,4,1,4,9,2008,0,302,19.0,8.0,26.0,21.666666666666668,-10.0,17,0.4444444444444444
31,Romania,2,4,1,7,2012,0,302,9.0,4.0,19.0,18.0,-2.0,18,0.2857142857142857
47,Romania,1,1,2,4,2016,0,306,7.0,2.0,9.0,11.666666666666666,-3.0,19,0.25
46,Romania,1,3,0,4,2020,0,339,4.0,1.0,7.0,6.666666666666667,0.0,20,0.25
23,Romania,3,4,2,9,2024,0,329,4.0,1.0,4.0,5.0,5.0,21,0.3333333333333333
2,Russia,26,21,16,63,1996,0,271,0.0,0.0,0.0,0.0,63.0,1,0.4126984126984127
2,Russia,32,28,29,89,2000,0,300,63.0,26.0,0.0,63.0,26.0,2,0.3595505617977528
3,Russia,28,26,36,90,2004,0,301,89.0,32.0,63.0,76.0,1.0,3,0.3111111111111111
3,Russia,24,13,23,60,2008,0,302,90.0,28.0,89.0,80.66666666666667,-30.0,4,0.4
4,Russia,18,21,26,65,2012,0,302,60.0,24.0,90.0,79.66666666666667,5.0,5,0.27692307692307694
4,Russia,19,17,20,56,2016,0,306,65.0,18.0,60.0,71.66666666666667,-9.0,6,0.3392857142857143
12,Russian Empire,1,2,0,3,1908,0,110,0.0,0.0,0.0,0.0,3.0,1,0.3333333333333333
16,Russian Empire,0,2,3,5,1912,0,102,3.0,1.0,0.0,3.0,2.0,2,0.0
55,Saint Lucia,1,1,0,2,2024,0,329,0.0,0.0,0.0,0.0,2.0,1,0.5
72,Samoa,0,1,0,1,2008,0,302,0.0,0.0,0.0,0.0,1.0,1,0.0
72,San Marino,0,1,2,3,2020,0,339,0.0,0.0,0.0,0.0,3.0,1,0.0
61,Saudi Arabia,0,1,1,2,2000,0,300,0.0,0.0,0.0,0.0,2.0,1,0.0
79,Saudi Arabia,0,0,1,1,2012,0,302,2.0,0.0,0.0,2.0,-1.0,2,0.0
77,Saudi Arabia,0,1,0,1,2020,0,339,1.0,0.0,2.0,1.5,0.0,3,0.0
36,Senegal,0,1,0,1,1988,0,237,0.0,0.0,0.0,0.0,1.0,1,0.0
64,Serbia,0,1,2,3,2008,0,302,0.0,0.0,0.0,0.0,3.0,1,0.0
42,Serbia,1,1,2,4,2012,0,302,3.0,0.0,0.0,3.0,1.0,2,0.25
32,Serbia,2,4,2,8,2016,0,306,4.0,1.0,3.0,3.5,4.0,3,0.25
28,Serbia,3,1,5,9,2020,0,339,8.0,2.0,4.0,5.0,1.0,4,0.3333333333333333
27,Serbia,3,1,1,5,2024,0,329,9.0,3.0,8.0,7.0,-4.0,5,0.6
61,Serbia and Montenegro,0,2,0,2,2004,0,301,0.0,0.0,0.0,0.0,2.0,1,0.0
32,Singapore,0,1,0,1,1960,0,150,0.0,0.0,0.0,0.0,1.0,1,0.0
72,Singapore,0,1,0,1,2008,0,302,1.0,0.0,0.0,1.0,0.0,2,0.0
77,Singapore,0,0,2,2,2012,0,302,1.0,0.0,1.0,1.0,1.0,3,0.0
54,Singapore,1,0,0,1,2016,0,306,2.0,0.0,1.0,1.3333333333333333,-1.0,4,1.0
84,Singapore,0,0,1,1,2024,0,329,1.0,1.0,2.0,1.3333333333333333,0.0,5,0.0
43,Slovakia,1,1,1,3,1996,0,271,0.0,0.0,0.0,0.0,3.0,1,0.3333333333333333
39,Slovakia,1,3,1,5,2000,0,300,3.0,1.0,0.0,3.0,2.0,2,0.2
29,Slovakia,2,2,2,6,2004,0,301,5.0,1.0,3.0,4.0,1.0,3,0.3333333333333333
26,Slovakia,3,3,0,6,2008,0,302,6.0,2.0,5.0,4.666666666666667,0.0,4,0.5
63,Slovakia,0,1,3,4,2012,0,302,6.0,3.0,6.0,5.666666666666667,-2.0,5,0.0
37,Slovakia,2,2,0,4,2016,0,306,4.0,0.0,6.0,5.333333333333333,0.0,6,0.5
50,Slovakia,1,2,1,4,2020,0,339,4.0,2.0,4.0,4.666666666666667,0.0,7,0.25
84,Slovakia,0,0,1,1,2024,0,329,4.0,1.0,4.0,4.0,-3.0,8,0.0
52,Slovenia,0,0,2,2,1992,0,257,0.0,0.0,0.0,0.0,2.0,1,0.0
55,Slovenia,0,2,0,2,1996,0,271,2.0,0.0,0.0,2.0,0.0,2,0.0
36,Slovenia,2,0,0,2,2000,0,300,2.0,0.0,2.0,2.0,0.0,3,1.0
63,Slovenia,0,1,3,4,2004,0,301,2.0,2.0,2.0,2.0,2.0,4,0.0
39,Slovenia,1,2,2,5,2008,0,302,4.0,0.0,2.0,2.6666666666666665,1.0,5,0.2
42,Slovenia,1,1,2,4,2012,0,302,5.0,1.0,4.0,3.6666666666666665,-1.0,6,0.25
45,Slovenia,1,2,1,4,2016,0,306,4.0,1.0,5.0,4.333333333333333,0.0,7,0.25
31,Slovenia,3,1,1,5,2020,0,339,4.0,1.0,4.0,4.333333333333333,1.0,8,0.6
34,Slovenia,2,1,0,3,2024,0,329,5.0,3.0,4.0,4.333333333333333,-2.0,9,0.6666666666666666
14,South Africa,1,1,0,2,1908,0,110,0.0,0.0,0.0,0.0,2.0,1,0.5
7,South Africa,4,2,0,6,1912,0,102,2.0,1.0,0.0,2.0,4.0,2,0.6666666666666666
11,South Africa,3,4,3,10,1920,0,156,6.0,4.0,2.0,4.0,4.0,3,0.3
18,South Africa,1,1,1,3,1924,0,126,10.0,3.0,6.0,6.0,-7.0,4,0.3333333333333333
23,South Africa,1,0,2,3,1928,0,109,3.0,1.0,10.0,6.333333333333333,0.0,5,0.3333333333333333
15,South Africa,2,0,3,5,1932,0,117,3.0,1.0,3.0,5.333333333333333,2.0,6,0.4
25,South Africa,0,1,0,1,1936,0,129,5.0,2.0,3.0,3.6666666666666665,-4.0,7,0.0
18,South Africa,2,1,1,4,1948,0,136,1.0,0.0,5.0,3.0,3.0,8,0.5
12,South Africa,2,4,4,10,1952,0,149,4.0,2.0,1.0,3.3333333333333335,6.0,9,0.2
33,South Africa,0,0,4,4,1956,0,151,10.0,2.0,4.0,5.0,-6.0,10,0.0
28,South Africa,0,1,2,3,1960,0,150,4.0,0.0,10.0,6.0,-1.0,11,0.0
41,South Africa,0,2,0,2,1992,0,257,3.0,0.0,4.0,5.666666666666667,-1.0,12,0.0
27,South Africa,3,1,1,5,1996,0,271,2.0,0.0,3.0,3.0,3.0,13,0.6
55,South Africa,0,2,3,5,2000,0,300,5.0,3.0,2.0,3.3333333333333335,0.0,14,0.0
43,South Africa,1,3,2,6,2004,0,301,5.0,0.0,5.0,4.0,1.0,15,0.16666666666666666
72,South Africa,0,1,0,1,2008,0,302,6.0,1.0,5.0,5.333333333333333,-5.0,16,0.0
20,South Africa,4,1,1,6,2012,0,302,1.0,0.0,6.0,4.0,5.0,17,0.6666666666666666
29,South Africa,2,6,2,10,2016,0,306,6.0,4.0,1.0,4.333333333333333,4.0,18,0.2
52,South Africa,1,2,0,3,2020,0,339,10.0,2.0,6.0,5.666666666666667,-7.0,19,0.3333333333333333
44,South Africa,1,3,2,6,2024,0,329,3.0,1.0,10.0,6.333333333333333,3.0,20,0.16666666666666666
32,South Korea,0,0,2,2,1948,0,136,0.0,0.0,0.0,0.0,2.0,1,0.0
37,South Korea,0,0,2,2,1952,0,149,2.0,0.0,0.0,2.0,0.0,2,0.0
29,South Korea,0,1,1,2,1956,0,151,2.0,0.0,2.0,2.0,0.0,3,0.0
27,South Korea,0,2,1,3,1964,0,163,2.0,0.0,2.0,2.0,1.0,4,0.0
36,South Korea,0,1,1,2,1968,0,172,3.0,0.0,2.0,2.3333333333333335,-1.0,5,0.0
33,South Korea,0,1,0,1,1972,0,195,2.0,0.0,3.0,2.3333333333333335,-1.0,6,0.0
19,South Korea,1,1,4,6,1976,0,198,1.0,0.0,2.0,2.0,5.0,7,0.16666666666666666
10,South Korea,6,6,7,19,1984,0,221,6.0,1.0,1.0,3.0,13.0,8,0.3157894736842105
4,South Korea,12,10,11,33,1988,1,237,19.0,6.0,6.0,8.666666666666666,14.0,9,0.36363636363636365
7,South Korea,12,5,12,29,1992,0,257,33.0,12.0,19.0,19.333333333333332,-4.0,10,0.41379310344827586
10,South Korea,7,15,5,27,1996,0,271,29.0,12.0,33.0,27.0,-2.0,11,0.25925925925925924
12,South Korea,8,10,10,28,2000,0,300,27.0,7.0,29.0,29.666666666666668,1.0,12,0.2857142857142857
9,South Korea,9,12,9,30,2004,0,301,28.0,8.0,27.0,28.0,2.0,13,0.3
7,South Korea,13,11,8,32,2008,0,302,30.0,9.0,28.0,28.333333333333332,2.0,14,0.40625
5,South Korea,13,9,9,31,2012,0,302,32.0,13.0,30.0,30.0,-1.0,15,0.41935483870967744
8,South Korea,9,3,9,21,2016,0,306,31.0,13.0,32.0,31.0,-10.0,16,0.42857142857142855
16,South Korea,6,4,10,20,2020,0,339,21.0,9.0,31.0,28.0,-1.0,17,0.3
8,South Korea,13,9,10,32,2024,0,329,20.0,6.0,21.0,24.0,12.0,18,0.40625
2,Soviet Union,22,30,19,71,1952,0,149,0.0,0.0,0.0,0.0,71.0,1,0.30985915492957744
1,Soviet Union,37,29,32,98,1956,0,151,71.0,22.0,0.0,71.0,27.0,2,0.37755102040816324
1,Soviet Union,43,29,31,103,1960,0,150,98.0,37.0,71.0,84.5,5.0,3,0.4174757281553398
2,Soviet Union,30,31,35,96,1964,0,163,103.0,43.0,98.0,90.66666666666667,-7.0,4,0.3125
2,Soviet Union,29,32,30,91,1968,0,172,96.0,30.0,103.0,99.0,-5.0,5,0.31868131868131866
1,Soviet Union,50,27,22,99,1972,0,195,91.0,29.0,96.0,96.66666666666667,8.0,6,0.5050505050505051
1,Soviet Union,49,41,35,125,1976,0,198,99.0,50.0,91.0,95.33333333333333,26.0,7,0.392
1,Soviet Union,80,69,46,195,1980,1,203,125.0,49.0,99.0,105.0,70.0,8,0.41025641025641024
1,Soviet Union,55,31,46,132,1988,0,237,195.0,80.0,125.0,139.66666666666666,-63.0,9,0.4166666666666667
14,Spain,1,0,0,1,1900,0,97,0.0,0.0,0.0,0.0,1.0,1,1.0
17,Spain,0,2,0,2,1920,0,156,1.0,1.0,0.0,1.0,1.0,2,0.0
24,Spain,1,0,0,1,1928,0,109,2.0,0.0,1.0,1.5,-1.0,3,1.0
26,Spain,0,0,1,1,1932,0,117,1.0,1.0,2.0,1.3333333333333333,0.0,4,0.0
28,Spain,0,1,0,1,1948,0,136,1.0,0.0,1.0,1.3333333333333333,0.0,5,0.0
34,Spain,0,1,0,1,1952,0,149,1.0,0.0,1.0,1.0,0.0,6,0.0
41,Spain,0,0,1,1,1960,0,150,1.0,0.0,1.0,1.0,0.0,7,0.0
43,Spain,0,0,1,1,1972,0,195,1.0,0.0,1.0,1.0,0.0,8,0.0
30,Spain,0,2,0,2,1976,0,198,1.0,0.0,1.0,1.0,1.0,9,0.0
20,Spain,1,3,2,6,1980,0,203,2.0,0.0,1.0,1.3333333333333333,4.0,10,0.16666666666666666
20,Spain,1,2,2,5,1984,0,221,6.0,1.0,2.0,3.0,-1.0,11,0.2
25,Spain,1,1,2,4,1988,0,237,5.0,1.0,6.0,4.333333333333333,-1.0,12,0.25
6,Spain,13,7,2,22,1992,1,257,4.0,1.0,5.0,5.0,18.0,13,0.5909090909090909
13,Spain,5,6,6,17,1996,0,271,22.0,13.0,4.0,10.333333333333334,-5.0,14,0.29411764705882354
25,Spain,3,3,5,11,2000,0,300,17.0,5.0,22.0,14.333333333333334,-6.0,15,0.2727272727272727
20,Spain,3,11,6,20,2004,0,301,11.0,3.0,17.0,16.666666666666668,9.0,16,0.15
14,Spain,5,11,3,19,2008,0,302,20.0,3.0,11.0,16.0,-1.0,17,0.2631578947368421
17,Spain,4,10,6,20,2012,0,302,19.0,5.0,20.0,16.666666666666668,1.0,18,0.2
14,Spain,7,4,6,17,2016,0,306,20.0,4.0,19.0,19.666666666666668,-3.0,19,0.4117647058823529
22,Spain,3,8,6,17,2020,0,339,17.0,7.0,20.0,18.666666666666668,0.0,20,0.17647058823529413
15,Spain,5,4,9,18,2024,0,329,17.0,3.0,17.0,18.0,1.0,21,0.2777777777777778
64,Sri Lanka,0,1,0,1,2000,0,300,0.0,0.0,0.0,0.0,1.0,1,0.0
72,Sudan,0,1,0,1,2008,0,302,0.0,0.0,0.0,0.0,1.0,1,0.0
29,Suriname,1,0,0,1,1988,0,237,0.0,0.0,0.0,0.0,1.0,1,1.0
54,Suriname,0,0,1,1,1992,0,257,1.0,1.0,0.0,1.0,0.0,2,0.0
21,Sweden,0,0,1,1,1900,0,97,0.0,0.0,0.0,0.0,1.0,1,0.0
3,Sweden,8,6,11,25,1908,0,110,1.0,0.0,0.0,1.0,24.0,2,0.32
2,Sweden,23,25,17,65,1912,1,102,25.0,8.0,1.0,13.0,40.0,3,0.35384615384615387
2,Sweden,19,20,25,64,1920,0,156,65.0,23.0,25.0,30.333333333333332,-1.0,4,0.296875
8,Sweden,4,13,12,29,1924,0,126,64.0,19.0,65.0,51.333333333333336,-35.0,5,0.13793103448275862
4,Sweden,7,6,12,25,1928,0,109,29.0,4.0,64.0,52.666666666666664,-4.0,6,0.28
4,Sweden,10,5,9,24,1932,0,117,25.0,7.0,29.0,39.333333333333336,-1.0,7,0.4166666666666667
7,Sweden,6,5,10,21,1936,0,129,24.0,10.0,25.0,26.0,-3.0,8,0.2857142857142857
2,Sweden,16,11,17,44,1948,0,136,21.0,6.0,24.0,23.333333333333332,23.0,9,0.36363636363636365
4,Sweden,12,13,10,35,1952,0,149,44.0,16.0,21.0,29.666666666666668,-9.0,10,0.34285714285714286
6,Sweden,8,5,6,19,1956,0,151,35.0,12.0,44.0,33.333333333333336,-16.0,11,0.42105263157894735
16,Sweden,1,2,3,6,1960,0,150,19.0,8.0,35.0,32.666666666666664,-13.0,12,0.16666666666666666
17,Sweden,2,2,4,8,1964,0,163,6.0,1.0,19.0,20.0,2.0,13,0.25
20,Sweden,2,1,1,4,1968,0,172,8.0,2.0,6.0,11.0,-4.0,14,0.5
11,Sweden,4,6,6,16,1972,0,195,4.0,2.0,8.0,6.0,12.0,15,0.25
12,Sweden,4,1,0,5,1976,0,198,16.0,4.0,4.0,9.333333333333334,-11.0,16,0.8
11,Sweden,3,3,6,12,1980,0,203,5.0,4.0,16.0,8.333333333333334,7.0,17,0.25
16,Sweden,2,11,6,19,1984,0,221,12.0,3.0,5.0,11.0,7.0,18,0.10526315789473684
32,Sweden,0,4,7,11,1988,0,237,19.0,2.0,12.0,12.0,-8.0,19,0.0
27,Sweden,1,7,4,12,1992,0,257,11.0,0.0,19.0,14.0,1.0,20,0.08333333333333333
29,Sweden,2,4,2,8,1996,0,271,12.0,1.0,11.0,14.0,-4.0,21,0.25
18,Sweden,4,5,3,12,2000,0,300,8.0,2.0,12.0,10.333333333333334,4.0,22,0.3333333333333333
19,Sweden,4,2,1,7,2004,0,301,12.0,4.0,8.0,10.666666666666666,-5.0,23,0.5714285714285714
56,Sweden,0,4,1,5,2008,0,302,7.0,4.0,12.0,9.0,-2.0,24,0.0
37,Sweden,1,4,3,8,2012,0,302,5.0,0.0,7.0,8.0,3.0,25,0.125
28,Sweden,2,6,3,11,2016,0,306,8.0,1.0,5.0,6.666666666666667,3.0,26,0.18181818181818182
23,Sweden,3,6,0,9,2020,0,339,11.0,2.0,8.0,8.0,-2.0,27,0.3333333333333333
16,Sweden,4,4,3,11,2024,0,329,9.0,3.0,11.0,9.333333333333334,2.0,28,0.36363636363636365
10,Switzerland,1,2,0,3,1896,0,43,0.0,0.0,0.0,0.0,3.0,1,0.3333333333333333
6,Switzerland,6,2,1,9,1900,0,97,3.0,1.0,0.0,3.0,6.0,2,0.6666666666666666
10,Switzerland,1,0,2,3,1904,0,95,9.0,6.0,3.0,6.0,-6.0,3,0.3333333333333333
13,Switzerland,2,2,7,11,1920,0,156,3.0,1.0,9.0,5.0,8.0,4,0.18181818181818182
6,Switzerland,7,8,10,25,1924,0,126,11.0,2.0,3.0,7.666666666666667,14.0,5,0.28
6,Switzerland,7,4,4,15,1928,0,109,25.0,7.0,11.0,13.0,-10.0,6,0.4666666666666667
22,Switzerland,0,1,0,1,1932,0,117,15.0,7.0,25.0,17.0,-14.0,7,0.0
11,Switzerland,4,9,5,18,1936,0,129,1.0,0.0,15.0,13.666666666666666,17.0,8,0.2222222222222222
9,Switzerland,5,10,5,20,1948,0,136,18.0,4.0,1.0,11.333333333333334,2.0,9,0.25
11,Switzerland,2,6,6,14,1952,0,149,20.0,5.0,18.0,13.0,-6.0,10,0.14285714285714285
35,Switzerland,0,0,1,1,1956,0,151,14.0,2.0,20.0,17.333333333333332,-13.0,11,0.0
24,Switzerland,0,3,3,6,1960,0,150,1.0,0.0,14.0,11.666666666666666,5.0,12,0.0
22,Switzerland,1,2,1,4,1964,0,163,6.0,0.0,1.0,7.0,-2.0,13,0.25
33,Switzerland,0,1,4,5,1968,0,172,4.0,1.0,6.0,3.6666666666666665,1.0,14,0.0
26,Switzerland,0,3,0,3,1972,0,195,5.0,0.0,4.0,5.0,-2.0,15,0.0
20,Switzerland,1,1,2,4,1976,0,198,3.0,0.0,5.0,4.0,1.0,16,0.25
19,Switzerland,2,0,0,2,1980,0,203,4.0,1.0,3.0,4.0,-2.0,17,1.0
26,Switzerland,0,4,4,8,1984,0,221,2.0,2.0,4.0,3.0,6.0,18,0.0
33,Switzerland,0,2,2,4,1988,0,237,8.0,0.0,2.0,4.666666666666667,-4.0,19,0.0
37,Switzerland,1,0,0,1,1992,0,257,4.0,0.0,8.0,4.666666666666667,-3.0,20,1.0
18,Switzerland,4,3,0,7,1996,0,271,1.0,1.0,4.0,4.333333333333333,6.0,21,0.5714285714285714
37,Switzerland,1,6,2,9,2000,0,300,7.0,4.0,1.0,4.0,2.0,22,0.1111111111111111
46,Switzerland,1,1,3,5,2004,0,301,9.0,1.0,7.0,5.666666666666667,-4.0,23,0.2
34,Switzerland,2,1,4,7,2008,0,302,5.0,1.0,9.0,7.0,2.0,24,0.2857142857142857
33,Switzerland,2,2,0,4,2012,0,302,7.0,2.0,5.0,7.0,-3.0,25,0.5
23,Switzerland,3,2,2,7,2016,0,306,4.0,2.0,7.0,5.333333333333333,3.0,26,0.42857142857142855
24,Switzerland,3,4,6,13,2020,0,339,7.0,3.0,4.0,6.0,6.0,27,0.23076923076923078
48,Switzerland,1,2,5,8,2024,0,329,13.0,3.0,7.0,8.0,-5.0,28,0.125
33,Syria,0,1,0,1,1984,0,221,0.0,0.0,0.0,0.0,1.0,1,0.0
49,Syria,1,0,0,1,1996,0,271,1.0,0.0,0.0,1.0,0.0,2,1.0
71,Syria,0,0,1,1,2004,0,301,1.0,1.0,1.0,1.0,0.0,3,0.0
86,Syria,0,0,1,1,2020,0,339,1.0,0.0,1.0,1.0,0.0,4,0.0
42,Taiwan,0,0,1,1,1968,0,172,0.0,0.0,0.0,0.0,1.0,1,0.0
68,Tajikistan,0,1,1,2,2008,0,302,0.0,0.0,0.0,0.0,2.0,1,0.0
79,Tajikistan,0,0,1,1,2012,0,302,2.0,0.0,0.0,2.0,-1.0,2,0.0
54,Tajikistan,1,0,0,1,2016,0,306,1.0,0.0,2.0,1.5,0.0,3,1.0
79,Tajikistan,0,0,3,3,2024,0,329,1.0,1.0,1.0,1.3333333333333333,2.0,4,0.0
28,Tanzania,0,2,0,2,1980,0,203,0.0,0.0,0.0,0.0,2.0,1,0.0
37,Thailand,0,0,1,1,1976,0,198,0.0,0.0,0.0,0.0,1.0,1,0.0
33,Thailand,0,1,0,1,1984,0,221,1.0,0.0,0.0,1.0,0.0,2,0.0
46,Thailand,0,0,1,1,1988,0,237,1.0,0.0,1.0,1.0,0.0,3,0.0
54,Thailand,0,0,1,1,1992,0,257,1.0,0.0,1.0,1.0,0.0,4,0.0
47,Thailand,1,0,1,2,1996,0,271,1.0,0.0,1.0,1.0,1.0,5,0.5
47,Thailand,1,0,2,3,2000,0,300,2.0,1.0,1.0,1.3333333333333333,1.0,6,0.3333333333333333
25,Thailand,3,1,4,8,2004,0,301,3.0,1.0,2.0,2.0,5.0,7,0.375
31,Thailand,2,2,2,6,2008,0,302,8.0,3.0,3.0,4.333333333333333,-2.0,8,0.3333333333333333
59,Thailand,0,2,2,4,2012,0,302,6.0,2.0,8.0,5.666666666666667,-2.0,9,0.0
35,Thailand,2,2,2,6,2016,0,306,4.0,0.0,6.0,6.0,2.0,10,0.3333333333333333
59,Thailand,1,0,1,2,2020,0,339,6.0,2.0,4.0,5.333333333333333,-4.0,11,0.5
44,Thailand,1,3,2,6,2024,0,329,2.0,1.0,6.0,4.0,4.0,12,0.16666666666666666
82,Togo,0,0,1,1,2008,0,302,0.0,0.0,0.0,0.0,1.0,1,0.0
61,Tonga,0,1,0,1,1996,0,271,0.0,0.0,0.0,0.0,1.0,1,0.0
28,Trinidad and Tobago,0,1,0,1,1948,0,136,0.0,0.0,0.0,0.0,1.0,1,0.0
37,Trinidad and Tobago,0,0,2,2,1952,0,149,1.0,0.0,0.0,1.0,1.0,2,0.0
28,Trinidad and Tobago,0,1,2,3,1964,0,163,2.0,0.0,1.0,1.5,1.0,3,0.0
26,Trinidad and Tobago,1,0,0,1,1976,0,198,3.0,0.0,2.0,2.0,-2.0,4,1.0
68,Trinidad and Tobago,0,0,2,2,1996,0,271,1.0,1.0,3.0,2.0,1.0,5,0.0
61,Trinidad and Tobago,0,1,1,2,2000,0,300,2.0,0.0,1.0,2.0,0.0,6,0.0
71,Trinidad and Tobago,0,0,1,1,2004,0,301,2.0,0.0,2.0,1.6666666666666667,-1.0,7,0.0
47,Trinidad and Tobago,1,1,0,2,2008,0,302,1.0,0.0,2.0,1.6666666666666667,1.0,8,0.5
42,Trinidad and Tobago,1,1,2,4,2012,0,302,2.0,1.0,1.0,1.6666666666666667,2.0,9,0.25
78,Trinidad and Tobago,0,0,1,1,2016,0,306,4.0,1.0,2.0,2.3333333333333335,-3.0,10,0.0
29,Tunisia,0,1,1,2,1964,0,163,0.0,0.0,0.0,0.0,2.0,1,0.0
28,Tunisia,1,0,1,2,1968,0,172,2.0,0.0,0.0,2.0,0.0,2,0.5
33,Tunisia,0,1,0,1,1972,0,195,2.0,1.0,2.0,2.0,-1.0,3,0.0
71,Tunisia,0,0,1,1,1996,0,271,1.0,0.0,2.0,1.6666666666666667,0.0,4,0.0
53,Tunisia,1,0,0,1,2008,0,302,1.0,0.0,1.0,1.3333333333333333,0.0,5,1.0
36,Tunisia,2,0,1,3,2012,0,302,1.0,1.0,1.0,1.0,2.0,6,0.6666666666666666
75,Tunisia,0,0,3,3,2016,0,306,3.0,2.0,1.0,1.6666666666666667,0.0,7,0.0
58,Tunisia,1,1,0,2,2020,0,339,3.0,0.0,3.0,2.3333333333333335,-1.0,8,0.5
52,Tunisia,1,1,1,3,2024,0,329,2.0,1.0,3.0,2.6666666666666665,1.0,9,0.3333333333333333
19,Turkey,1,0,1,2,1936,0,129,0.0,0.0,0.0,0.0,2.0,1,0.5
7,Turkey,6,4,2,12,1948,0,136,2.0,1.0,0.0,2.0,10.0,2,0.5
16,Turkey,2,0,1,3,1952,0,149,12.0,6.0,2.0,7.0,-9.0,3,0.6666666666666666
12,Turkey,3,2,2,7,1956,0,151,3.0,2.0,12.0,5.666666666666667,4.0,4,0.42857142857142855
6,Turkey,7,2,0,9,1960,0,150,7.0,3.0,3.0,7.333333333333333,2.0,5,0.7777777777777778
16,Turkey,2,3,1,6,1964,0,163,9.0,7.0,7.0,6.333333333333333,-3.0,6,0.3333333333333333
21,Turkey,2,0,0,2,1968,0,172,6.0,2.0,9.0,7.333333333333333,-4.0,7,1.0
33,Turkey,0,1,0,1,1972,0,195,2.0,2.0,6.0,5.666666666666667,-1.0,8,0.0
40,Turkey,0,0,3,3,1984,0,221,1.0,0.0,2.0,3.0,2.0,9,0.0
27,Turkey,1,1,0,2,1988,0,237,3.0,0.0,1.0,2.0,-1.0,10,0.5
23,Turkey,2,2,2,6,1992,0,257,2.0,1.0,3.0,2.0,4.0,11,0.3333333333333333
19,Turkey,4,1,1,6,1996,0,271,6.0,2.0,2.0,3.6666666666666665,0.0,12,0.6666666666666666
26,Turkey,3,0,2,5,2000,0,300,6.0,4.0,6.0,4.666666666666667,-1.0,13,0.6
22,Turkey,3,3,4,10,2004,0,301,5.0,3.0,6.0,5.666666666666667,5.0,14,0.3
42,Turkey,1,1,3,5,2008,0,302,10.0,3.0,5.0,7.0,-5.0,15,0.2
46,Turkey,1,1,1,3,2012,0,302,5.0,1.0,10.0,6.666666666666667,-2.0,16,0.3333333333333333
41,Turkey,1,3,4,8,2016,0,306,3.0,1.0,5.0,6.0,5.0,17,0.125
